Temperature,RH,WS,WD,AP,year,month,day,hour,day_of_year,target_temperature
-4.9,58.52,6.48,176.08,984.0,2012,2,15,17,46,-4.57
-4.57,56.67,6.08,177.58,984.0,2012,2,15,18,46,-4.13
-4.13,53.53,4.94,177.91,984.0,2012,2,15,19,46,-3.52
-3.52,48.31,3.85,175.67,984.68,2012,2,15,20,46,-3.1
-3.1,48.26,2.85,174.74,985.0,2012,2,15,21,46,-2.85
-2.85,47.2,2.24,173.58,985.0,2012,2,15,22,46,-2.5
-2.5,54.81,1.54,62.41,985.23,2012,2,15,23,46,-2.37
-2.37,58.09,1.07,51.27,986.0,2012,2,16,1,47,-2.4
-2.4,57.04,0.81,99.21,986.0,2012,2,16,2,47,-2.44
-2.44,56.67,0.46,140.43,986.0,2012,2,16,3,47,-2.73
-2.73,49.28,1.51,170.16,986.0,2012,2,16,4,47,-3.2
-3.2,51.32,3.01,196.65,986.02,2012,2,16,5,47,-3.85
-3.85,49.33,3.16,184.19,986.7,2012,2,16,6,47,-4.48
-4.48,49.74,3.88,192.78,987.0,2012,2,16,7,47,-5.02
-5.02,52.82,4.65,194.5,987.0,2012,2,16,9,47,-5.17
-5.17,54.58,5.3,187.47,987.92,2012,2,16,10,47,-5.34
-5.34,62.36,4.85,184.5,988.0,2012,2,16,11,47,-5.35
-5.35,62.04,6.4,179.93,988.05,2012,2,16,12,47,-5.36
-5.36,62.35,6.65,179.2,989.0,2012,2,16,13,47,-4.82
-4.82,59.9,6.27,171.53,989.15,2012,2,16,14,47,-4.89
-4.89,57.74,7.74,164.32,990.0,2012,2,16,16,47,-5.22
-5.22,53.3,8.37,163.0,990.72,2012,2,16,17,47,-5.3
-5.3,53.31,9.18,165.1,991.0,2012,2,16,18,47,-5.21
-5.21,56.79,9.28,161.35,991.0,2012,2,16,19,47,-5.08
-5.08,59.48,9.16,160.06,991.7,2012,2,16,20,47,-5.03
-5.03,57.81,9.09,160.56,992.0,2012,2,16,21,47,-4.98
-4.98,59.68,8.78,161.45,992.55,2012,2,16,22,47,-4.72
-4.72,58.91,8.31,159.3,993.0,2012,2,17,0,48,-4.43
-4.43,52.37,7.41,144.42,993.72,2012,2,17,1,48,-4.36
-4.36,51.0,7.37,144.81,994.0,2012,2,17,2,48,-4.21
-4.21,51.89,6.97,145.09,994.1,2012,2,17,3,48,-4.16
-4.16,53.69,6.7,142.62,994.98,2012,2,17,4,48,-4.26
-4.26,57.43,6.49,143.05,995.0,2012,2,17,5,48,-4.19
-4.19,56.3,5.84,141.87,995.0,2012,2,17,6,48,-4.2
-4.2,54.81,5.52,144.67,995.0,2012,2,17,8,48,-4.19
-4.19,55.19,5.23,142.69,995.03,2012,2,17,9,48,-4.22
-4.22,56.97,4.43,146.35,995.95,2012,2,17,10,48,-4.5
-4.5,61.92,4.27,164.14,996.0,2012,2,17,11,48,-5.19
-5.19,66.2,4.67,175.68,996.0,2012,2,17,12,48,-5.82
-5.82,68.04,4.92,177.92,996.0,2012,2,17,13,48,-5.77
-5.77,62.72,4.21,178.41,996.0,2012,2,17,15,48,-6.74
-6.74,62.37,6.65,180.02,995.95,2012,2,17,16,48,-6.37
-6.37,60.77,6.84,178.33,995.58,2012,2,17,17,48,-6.22
-6.22,55.89,7.12,174.15,995.0,2012,2,17,18,48,-6.12
-6.12,53.53,6.64,173.97,995.0,2012,2,17,19,48,-5.91
-5.91,53.68,6.02,173.02,995.0,2012,2,17,20,48,-5.41
-5.41,52.02,6.43,170.19,995.0,2012,2,17,21,48,-5.05
-5.05,53.05,7.02,166.34,994.43,2012,2,17,23,48,-4.29
-4.29,53.3,7.07,160.49,994.0,2012,2,18,0,49,-3.95
-3.95,53.75,6.83,159.29,994.0,2012,2,18,1,49,-3.62
-3.62,55.17,6.66,159.23,994.0,2012,2,18,2,49,-3.4
-3.4,56.19,6.59,161.92,994.0,2012,2,18,3,49,-3.38
-3.38,58.71,6.27,158.86,994.0,2012,2,18,4,49,-3.08
-3.08,59.34,5.68,155.65,994.0,2012,2,18,5,49,-2.79
-2.79,59.28,4.66,144.85,994.0,2012,2,18,7,49,-2.69
-2.69,59.76,4.18,136.91,994.0,2012,2,18,8,49,-3.35
-3.35,73.07,5.4,159.11,994.0,2012,2,18,9,49,-3.41
-3.41,71.2,4.38,154.0,994.0,2012,2,18,10,49,-3.21
-3.21,67.89,4.01,154.78,994.0,2012,2,18,11,49,-3.28
-3.28,69.62,4.24,155.3,994.0,2012,2,18,12,49,-3.51
-3.51,72.62,3.75,159.83,994.0,2012,2,18,14,49,-3.67
-3.67,73.02,3.5,162.68,994.0,2012,2,18,15,49,-4.08
-4.08,70.51,4.15,176.85,994.0,2012,2,18,16,49,-4.06
-4.06,75.02,4.59,174.34,994.0,2012,2,18,17,49,-4.03
-4.03,81.09,5.9,168.72,994.0,2012,2,18,18,49,-4.01
-4.01,76.25,7.79,163.58,994.0,2012,2,18,19,49,-4.68
-4.68,83.47,7.4,168.56,994.0,2012,2,18,20,49,-4.26
-4.26,74.28,8.67,161.41,994.0,2012,2,18,22,49,-4.58
-4.58,79.36,8.35,163.39,994.0,2012,2,18,23,49,-4.29
-4.29,71.74,8.76,161.89,994.0,2012,2,19,0,50,-4.22
-4.22,71.03,9.45,160.84,994.0,2012,2,19,1,50,-4.47
-4.47,80.24,10.1,163.06,994.0,2012,2,19,2,50,-4.84
-4.84,88.02,10.51,164.68,994.0,2012,2,19,3,50,-4.41
-4.41,79.17,10.02,164.32,994.0,2012,2,19,4,50,-4.26
-4.26,78.07,9.92,162.28,994.38,2012,2,19,6,50,-4.23
-4.23,82.14,9.3,160.13,995.0,2012,2,19,7,50,-3.59
-3.59,76.84,8.47,159.77,995.0,2012,2,19,8,50,-4.27
-4.27,87.13,7.85,162.17,995.82,2012,2,19,9,50,-3.94
-3.94,80.78,6.86,161.3,996.0,2012,2,19,10,50,-3.07
-3.07,70.71,5.66,152.08,996.0,2012,2,19,11,50,-2.9
-2.9,75.63,4.34,148.2,996.0,2012,2,19,13,50,-2.87
-2.87,78.14,4.24,159.91,996.0,2012,2,19,14,50,-3.11
-3.11,78.7,4.24,166.2,996.0,2012,2,19,15,50,-2.77
-2.77,74.17,5.6,162.99,996.0,2012,2,19,16,50,-2.7
-2.7,73.11,4.58,165.93,996.0,2012,2,19,17,50,-2.5
-2.5,67.52,4.0,158.28,996.22,2012,2,19,18,50,-2.38
-2.38,66.95,4.85,155.16,997.0,2012,2,19,19,50,-2.71
-2.71,68.35,6.17,160.46,997.0,2012,2,19,21,50,-2.79
-2.79,67.02,6.41,161.88,997.0,2012,2,19,22,50,-2.79
-2.79,66.3,6.18,161.49,997.0,2012,2,19,23,50,-2.85
-2.85,69.96,5.83,161.59,997.9,2012,2,20,0,51,-2.94
-2.94,71.39,5.59,162.06,998.0,2012,2,20,1,51,-3.01
-3.01,72.79,5.68,174.64,998.0,2012,2,20,2,51,-2.97
-2.97,71.95,7.16,173.13,998.0,2012,2,20,3,51,-2.66
-2.66,66.12,7.15,166.59,998.0,2012,2,20,5,51,-2.52
-2.52,65.29,7.77,165.9,998.0,2012,2,20,6,51,-2.35
-2.35,61.74,7.78,164.61,998.18,2012,2,20,7,51,-2.41
-2.41,64.83,7.84,162.27,999.0,2012,2,20,8,51,-3.8
-3.8,86.71,6.47,167.6,999.0,2012,2,20,9,51,-3.26
-3.26,82.03,7.21,161.19,999.0,2012,2,20,10,51,-2.14
-2.14,68.22,6.68,163.18,999.0,2012,2,20,12,51,-1.53
-1.53,64.23,6.76,161.89,999.0,2012,2,20,13,51,-1.62
-1.62,67.78,6.94,161.12,999.0,2012,2,20,14,51,-2.03
-2.03,75.8,6.83,158.55,999.0,2012,2,20,15,51,-2.55
-2.55,84.78,5.73,157.84,999.0,2012,2,20,16,51,-2.29
-2.29,82.31,3.41,147.26,999.0,2012,2,20,17,51,-2.62
-2.62,86.5,2.4,127.75,998.73,2012,2,20,18,51,-2.89
-2.89,90.57,0.87,166.97,998.0,2012,2,20,20,51,-3.32
-3.32,87.53,1.79,300.2,998.0,2012,2,20,21,51,-3.98
-3.98,62.84,3.47,194.58,998.0,2012,2,20,22,51,-4.95
-4.95,58.23,6.88,179.81,998.0,2012,2,20,23,51,-5.26
-5.26,58.76,8.25,178.25,997.55,2012,2,21,0,52,-5.46
-5.46,60.53,8.2,179.13,997.0,2012,2,21,1,52,-5.38
-5.38,59.79,7.6,176.97,997.0,2012,2,21,2,52,-5.54
-5.54,59.15,7.32,179.5,996.43,2012,2,21,4,52,-5.72
-5.72,58.73,6.03,183.55,996.0,2012,2,21,5,52,-6.0
-6.0,58.09,6.57,184.63,995.38,2012,2,21,6,52,-6.4
-6.4,59.0,6.61,179.41,995.0,2012,2,21,7,52,-6.07
-6.07,55.58,6.28,180.42,994.55,2012,2,21,8,52,-5.85
-5.85,54.91,7.15,178.36,994.0,2012,2,21,9,52,-5.35
-5.35,51.97,7.19,178.5,993.95,2012,2,21,11,52,-4.3
-4.3,47.26,5.95,176.82,993.0,2012,2,21,12,52,-3.27
-3.27,39.75,6.19,166.36,992.87,2012,2,21,13,52,-3.25
-3.25,40.73,6.08,158.12,992.0,2012,2,21,14,52,-3.09
-3.09,40.16,5.62,163.26,991.8,2012,2,21,15,52,-2.77
-2.77,40.91,4.82,156.42,991.0,2012,2,21,16,52,-2.66
-2.66,39.6,4.67,157.54,990.87,2012,2,21,17,52,-2.53
-2.53,38.65,3.54,157.7,990.0,2012,2,21,19,52,-2.63
-2.63,40.4,2.69,144.73,989.52,2012,2,21,20,52,-2.73
-2.73,41.98,1.85,119.61,989.13,2012,2,21,21,52,-2.97
-2.97,48.28,2.01,161.04,989.0,2012,2,21,22,52,-3.88
-3.88,55.56,2.7,184.13,989.0,2012,2,21,23,52,-4.95
-4.95,59.96,3.17,189.73,989.0,2012,2,22,0,53,-5.9
-5.9,59.9,4.26,184.85,989.0,2012,2,22,1,53,-6.57
-6.57,63.81,5.23,182.88,989.0,2012,2,22,3,53,-6.83
-6.83,65.48,4.98,185.62,989.42,2012,2,22,4,53,-6.53
-6.53,63.98,6.08,180.12,990.0,2012,2,22,5,53,-7.21
-7.21,56.65,7.39,190.33,990.05,2012,2,22,6,53,-8.35
-8.35,57.5,7.18,190.94,991.0,2012,2,22,7,53,-8.87
-8.87,59.47,6.13,195.15,991.28,2012,2,22,8,53,-8.6
-8.6,55.93,6.96,192.1,992.0,2012,2,22,10,53,-8.74
-8.74,58.33,6.24,194.2,992.02,2012,2,22,11,53,-7.89
-7.89,56.45,5.62,190.14,992.98,2012,2,22,12,53,-6.9
-6.9,54.4,5.83,183.36,993.0,2012,2,22,13,53,-6.06
-6.06,51.5,6.53,177.88,993.0,2012,2,22,14,53,-4.79
-4.79,47.68,5.36,165.89,993.63,2012,2,22,15,53,-4.2
-4.2,46.72,5.21,159.2,994.0,2012,2,22,16,53,-3.58
-3.58,46.21,4.74,156.97,994.0,2012,2,22,18,53,-3.01
-3.01,46.21,4.03,154.71,994.57,2012,2,22,19,53,-2.55
-2.55,49.1,3.48,139.09,995.0,2012,2,22,20,53,-2.42
-2.42,47.77,2.78,127.5,995.0,2012,2,22,21,53,-2.44
-2.44,44.15,2.18,122.81,995.3,2012,2,22,22,53,-2.26
-2.26,42.07,2.01,155.03,996.0,2012,2,22,23,53,-2.63
-2.63,44.92,1.53,173.88,996.0,2012,2,23,0,54,-2.81
-2.81,46.5,1.35,177.58,996.0,2012,2,23,2,54,-3.19
-3.19,51.84,2.07,174.94,996.0,2012,2,23,3,54,-3.9
-3.9,57.11,2.33,187.83,996.0,2012,2,23,4,54,-4.36
-4.36,55.22,2.83,192.89,996.52,2012,2,23,5,54,-4.73
-4.73,57.11,3.32,194.77,997.0,2012,2,23,6,54,-4.88
-4.88,53.86,3.51,186.41,997.0,2012,2,23,7,54,-4.71
-4.71,51.7,4.71,180.08,997.0,2012,2,23,9,54,-4.94
-4.94,51.73,4.82,181.12,997.0,2012,2,23,10,54,-5.38
-5.38,52.63,5.61,181.32,997.0,2012,2,23,11,54,-5.91
-5.91,52.97,6.71,179.55,997.9,2012,2,23,12,54,-6.33
-6.33,52.82,6.63,180.86,998.0,2012,2,23,13,54,-5.91
-5.91,51.41,6.35,179.33,998.0,2012,2,23,14,54,-5.19
-5.19,47.35,5.84,178.13,998.0,2012,2,23,15,54,-4.53
-4.53,47.77,5.51,171.24,998.0,2012,2,23,17,54,-4.25
-4.25,47.47,5.04,173.74,998.0,2012,2,23,18,54,-3.65
-3.65,45.8,4.24,177.08,998.0,2012,2,23,19,54,-3.23
-3.23,45.3,3.66,182.48,998.0,2012,2,23,20,54,-2.73
-2.73,42.22,3.0,183.91,997.93,2012,2,23,21,54,-2.42
-2.42,34.12,2.25,184.65,997.0,2012,2,23,22,54,-1.95
-1.95,33.1,1.6,183.2,997.0,2012,2,23,23,54,-1.63
-1.63,33.93,0.94,65.78,997.0,2012,2,24,1,55,-1.76
-1.76,37.78,1.3,48.13,996.87,2012,2,24,2,55,-2.14
-2.14,43.28,2.29,277.36,996.75,2012,2,24,3,55,-2.47
-2.47,41.98,1.91,319.04,996.03,2012,2,24,4,55,-2.85
-2.85,39.67,2.35,317.43,996.0,2012,2,24,5,55,-2.97
-2.97,39.73,2.27,302.18,995.98,2012,2,24,6,55,-2.98
-2.98,40.3,1.51,210.87,995.22,2012,2,24,8,55,-3.46
-3.46,47.01,3.59,191.74,995.78,2012,2,24,9,55,-3.34
-3.34,49.41,3.07,181.76,995.85,2012,2,24,10,55,-2.35
-2.35,44.81,7.51,157.31,996.0,2012,2,24,11,55,-2.64
-2.64,44.82,9.08,158.12,996.0,2012,2,24,12,55,-3.18
-3.18,45.24,9.33,159.17,996.0,2012,2,24,13,55,-3.78
-3.78,47.49,8.62,158.74,996.72,2012,2,24,14,55,-4.11
-4.11,46.72,7.67,158.9,997.0,2012,2,24,16,55,-4.18
-4.18,47.36,6.77,161.85,997.03,2012,2,24,17,55,-4.18
-4.18,47.8,5.93,162.09,997.82,2012,2,24,18,55,-5.39
-5.39,50.16,4.96,181.37,997.48,2012,2,24,19,55,-4.57
-4.57,47.08,5.2,171.09,997.0,2012,2,24,20,55,-4.39
-4.39,47.13,4.53,167.83,997.0,2012,2,24,21,55,-4.54
-4.54,45.84,3.23,172.45,997.0,2012,2,24,22,55,-3.78
-3.78,44.42,4.13,159.62,997.0,2012,2,25,0,56,-3.37
-3.37,42.46,4.43,153.34,997.0,2012,2,25,1,56,-3.22
-3.22,39.6,4.1,153.55,997.0,2012,2,25,2,56,-2.94
-2.94,34.59,3.61,162.57,996.82,2012,2,25,3,56,-2.75
-2.75,33.29,3.09,180.33,996.0,2012,2,25,4,56,-2.84
-2.84,34.35,2.64,169.27,996.0,2012,2,25,5,56,-2.87
-2.87,35.58,2.08,159.1,995.98,2012,2,25,7,56,-2.89
-2.89,37.64,1.92,167.3,995.02,2012,2,25,8,56,-3.06
-3.06,37.81,0.71,185.44,994.97,2012,2,25,9,56,-3.19
-3.19,42.18,0.81,264.49,994.0,2012,2,25,10,56,-3.74
-3.74,52.53,2.0,306.07,993.88,2012,2,25,11,56,-3.58
-3.58,46.02,1.2,276.17,993.0,2012,2,25,12,56,-3.27
-3.27,56.64,0.97,161.91,993.0,2012,2,25,13,56,-3.05
-3.05,59.17,2.36,127.08,993.0,2012,2,25,15,56,-3.15
-3.15,52.91,5.1,152.82,992.28,2012,2,25,16,56,-3.25
-3.25,51.97,4.73,151.96,992.58,2012,2,25,17,56,-3.55
-3.55,50.05,6.23,156.12,992.0,2012,2,25,18,56,-3.77
-3.77,50.37,6.44,160.82,992.0,2012,2,25,19,56,-3.88
-3.88,50.27,6.4,159.97,992.0,2012,2,25,20,56,-4.04
-4.04,50.1,6.65,158.92,992.0,2012,2,25,21,56,-4.14
-4.14,50.81,6.21,157.47,992.0,2012,2,25,23,56,-4.08
-4.08,48.46,5.89,158.21,992.0,2012,2,26,0,57,-3.74
-3.74,46.37,5.56,158.27,992.0,2012,2,26,1,57,-3.48
-3.48,43.52,5.5,158.15,992.0,2012,2,26,2,57,-3.12
-3.12,43.78,5.0,157.16,992.0,2012,2,26,3,57,-2.73
-2.73,42.2,4.28,140.74,992.0,2012,2,26,4,57,-2.87
-2.87,42.74,3.96,140.9,992.0,2012,2,26,6,57,-2.6
-2.6,41.65,4.78,141.05,992.0,2012,2,26,7,57,-2.53
-2.53,42.06,4.6,152.11,992.0,2012,2,26,8,57,-2.59
-2.59,42.49,4.01,151.08,992.0,2012,2,26,9,57,-2.64
-2.64,44.12,3.23,140.0,992.0,2012,2,26,10,57,-2.74
-2.74,43.27,1.99,141.03,992.0,2012,2,26,11,57,-3.11
-3.11,46.31,1.6,198.8,991.93,2012,2,26,12,57,-4.1
-4.1,49.23,1.9,208.13,991.0,2012,2,26,14,57,-4.79
-4.79,51.05,2.58,206.74,991.07,2012,2,26,15,57,-5.77
-5.77,51.54,4.22,196.47,991.02,2012,2,26,16,57,-6.21
-6.21,56.97,5.91,181.34,991.0,2012,2,26,17,57,-6.07
-6.07,50.98,6.72,178.32,991.0,2012,2,26,18,57,-5.95
-5.95,47.04,6.7,177.3,991.0,2012,2,26,19,57,-6.54
-6.54,51.65,7.17,179.72,991.0,2012,2,26,20,57,-6.89
-6.89,52.58,7.95,178.04,991.0,2012,2,26,22,57,-7.75
-7.75,52.72,6.55,183.68,991.1,2012,2,26,23,57,-7.65
-7.65,43.85,7.39,187.94,991.53,2012,2,27,0,58,-8.04
-8.04,42.32,6.78,186.12,991.75,2012,2,27,1,58,-8.36
-8.36,43.21,6.48,187.3,992.0,2012,2,27,2,58,-7.78
-7.78,44.63,5.71,196.12,992.0,2012,2,27,3,58,-6.68
-6.68,41.38,5.17,187.59,992.0,2012,2,27,5,58,-5.78
-5.78,42.56,4.0,187.41,992.0,2012,2,27,6,58,-4.74
-4.74,39.84,3.92,177.73,992.18,2012,2,27,7,58,-4.12
-4.12,36.7,3.49,160.29,993.0,2012,2,27,8,58,-3.81
-3.81,36.74,2.55,132.53,993.0,2012,2,27,9,58,-3.32
-3.32,35.44,1.39,101.29,993.0,2012,2,27,10,58,-3.02
-3.02,35.55,1.11,78.49,993.35,2012,2,27,11,58,-2.72
-2.72,34.08,1.26,297.63,994.0,2012,2,27,13,58,-3.5
-3.5,43.22,3.07,325.63,994.0,2012,2,27,14,58,-4.37
-4.37,52.54,3.59,322.6,994.0,2012,2,27,15,58,-4.93
-4.93,59.78,2.72,313.18,994.0,2012,2,27,16,58,-5.94
-5.94,65.03,2.33,293.24,994.37,2012,2,27,17,58,-5.82
-5.82,48.87,1.99,195.06,994.58,2012,2,27,18,58,-6.47
-6.47,45.99,3.21,186.69,994.62,2012,2,27,19,58,-6.74
-6.74,43.71,3.87,188.01,995.0,2012,2,27,21,58,-7.55
-7.55,49.13,4.22,188.56,995.0,2012,2,27,22,58,-8.04
-8.04,46.64,5.33,192.29,995.0,2012,2,27,23,58,-8.58
-8.58,46.74,6.0,192.23,995.0,2012,2,28,0,59,-9.29
-9.29,50.82,5.52,192.27,995.0,2012,2,28,1,59,-9.22
-9.22,53.32,5.03,192.32,995.0,2012,2,28,2,59,-9.08
-9.08,48.99,6.5,192.24,995.0,2012,2,28,4,59,-8.83
-8.83,47.36,6.8,189.75,995.0,2012,2,28,5,59,-8.31
-8.31,46.94,6.9,190.34,995.0,2012,2,28,6,59,-7.59
-7.59,48.62,6.07,187.21,995.0,2012,2,28,7,59,-7.55
-7.55,50.95,5.85,190.87,994.38,2012,2,28,8,59,-6.61
-6.61,49.46,5.43,178.38,994.0,2012,2,28,9,59,-5.53
-5.53,41.77,4.36,164.28,994.0,2012,2,28,10,59,-5.41
-5.41,42.17,4.2,163.38,994.0,2012,2,28,12,59,-5.15
-5.15,42.63,3.62,165.75,994.0,2012,2,28,13,59,-4.52
-4.52,42.89,3.47,181.35,994.0,2012,2,28,14,59,-4.16
-4.16,39.79,2.88,184.0,994.0,2012,2,28,15,59,-4.2
-4.2,43.53,2.58,174.66,994.0,2012,2,28,16,59,-4.52
-4.52,45.22,2.26,193.79,994.0,2012,2,28,17,59,-4.65
-4.65,47.74,2.04,195.33,993.78,2012,2,28,18,59,-5.33
-5.33,53.95,2.2,202.61,993.0,2012,2,28,20,59,-6.02
-6.02,56.28,2.19,207.03,993.55,2012,2,28,21,59,-7.14
-7.14,57.99,2.85,220.08,994.0,2012,2,28,22,59,-8.13
-8.13,57.47,2.67,221.59,993.9,2012,2,28,23,59,-8.12
-8.12,54.13,2.87,208.15,994.0,2012,2,29,0,60,-8.41
-8.41,55.22,3.2,206.98,994.0,2012,2,29,1,60,-8.59
-8.59,53.5,3.47,207.6,994.0,2012,2,29,3,60,-8.78
-8.78,49.99,4.24,197.59,994.5,2012,2,29,4,60,-8.84
-8.84,51.37,4.32,199.17,994.92,2012,2,29,5,60,-9.1
-9.1,50.53,4.24,199.94,995.0,2012,2,29,6,60,-8.73
-8.73,46.4,3.88,197.86,995.0,2012,2,29,7,60,-8.53
-8.53,43.56,3.65,196.52,995.0,2012,2,29,8,60,-7.91
-7.91,43.8,4.28,189.01,995.0,2012,2,29,9,60,-7.09
-7.09,42.91,4.19,184.29,995.0,2012,2,29,11,60,-5.43
-5.43,36.9,4.77,164.17,995.0,2012,2,29,12,60,-4.23
-4.23,34.36,4.23,149.53,995.0,2012,2,29,13,60,-3.63
-3.63,35.18,4.25,152.32,995.0,2012,2,29,14,60,-3.13
-3.13,35.51,3.49,133.04,995.0,2012,2,29,15,60,-2.61
-2.61,34.79,2.91,131.28,995.0,2012,2,29,16,60,-2.65
-2.65,34.57,2.61,121.95,995.0,2012,2,29,17,60,-2.7
-2.7,32.99,2.21,140.81,995.0,2012,2,29,19,60,-2.76
-2.76,32.89,1.44,196.27,994.17,2012,2,29,20,60,-2.7
-2.7,34.15,1.42,296.43,994.0,2012,2,29,21,60,-3.03
-3.03,41.28,2.12,304.86,993.92,2012,2,29,22,60,-3.14
-3.14,42.86,3.04,308.74,993.0,2012,2,29,23,60,-2.93
-2.93,45.27,2.64,293.91,993.0,2012,3,1,0,61,-2.04
-2.04,45.33,0.44,223.46,993.0,2012,3,1,2,61,-1.9
-1.9,52.2,0.35,241.81,993.0,2012,3,1,3,61,-1.81
-1.81,56.61,1.65,205.68,992.73,2012,3,1,4,61,-1.64
-1.64,55.34,2.39,184.05,992.0,2012,3,1,5,61,-1.4
-1.4,53.01,1.97,194.7,991.9,2012,3,1,6,61,-1.13
-1.13,52.09,3.3,182.61,991.05,2012,3,1,7,61,-0.71
-0.71,55.51,4.0,149.68,991.0,2012,3,1,8,61,-2.02
-2.02,78.3,2.35,153.94,990.23,2012,3,1,10,61,-2.51
-2.51,89.64,1.64,182.66,989.1,2012,3,1,11,61,-2.28
-2.28,92.72,1.53,193.83,987.85,2012,3,1,12,61,-1.07
-1.07,81.18,3.23,160.61,986.98,2012,3,1,13,61,-0.22
-0.22,76.86,7.21,156.3,986.03,2012,3,1,14,61,-0.61
-0.61,84.84,5.59,156.47,986.0,2012,3,1,15,61,-1.05
-1.05,91.53,2.85,165.02,985.27,2012,3,1,16,61,-1.17
-1.17,93.45,2.27,182.9,985.0,2012,3,1,18,61,-0.8
-0.8,94.71,3.92,167.18,984.0,2012,3,1,19,61,-0.4
-0.4,93.58,4.0,166.15,983.35,2012,3,1,20,61,-0.09
-0.09,87.75,3.66,163.97,982.8,2012,3,1,21,61,0.35
0.35,85.8,5.39,161.34,982.0,2012,3,1,22,61,0.06
0.06,88.14,5.33,162.18,981.38,2012,3,1,23,61,-0.05
-0.05,93.38,6.48,159.1,981.0,2012,3,2,1,62,-0.07
-0.07,93.35,9.5,157.58,980.03,2012,3,2,2,62,-0.26
-0.26,93.83,9.92,159.05,980.0,2012,3,2,3,62,-0.39
-0.39,93.3,10.72,156.91,980.0,2012,3,2,4,62,-0.67
-0.67,94.74,9.37,156.03,980.0,2012,3,2,5,62,-0.94
-0.94,95.52,9.39,155.79,980.0,2012,3,2,6,62,-1.09
-1.09,94.87,11.93,158.31,980.08,2012,3,2,7,62,-0.98
-0.98,91.41,12.25,157.43,980.83,2012,3,2,9,62,-0.54
-0.54,81.88,10.72,159.95,981.02,2012,3,2,10,62,0.01
0.01,72.05,9.17,157.01,982.0,2012,3,2,11,62,-0.04
-0.04,72.33,6.04,160.09,982.85,2012,3,2,12,62,-0.02
-0.02,70.98,4.39,160.17,983.92,2012,3,2,13,62,0.0
0.0,69.21,5.62,168.58,984.9,2012,3,2,14,62,-0.46
-0.46,65.58,10.07,160.78,985.32,2012,3,2,15,62,-0.84
-0.84,66.76,9.98,158.91,986.5,2012,3,2,17,62,-1.06
-1.06,65.01,9.74,161.36,987.2,2012,3,2,18,62,-1.42
-1.42,62.49,9.82,159.48,988.0,2012,3,2,19,62,-1.54
-1.54,62.24,9.22,159.58,988.72,2012,3,2,20,62,-1.88
-1.88,62.24,9.77,158.41,989.67,2012,3,2,21,62,-1.97
-1.97,61.8,9.74,157.88,990.33,2012,3,2,22,62,-1.91
-1.91,60.11,8.58,155.43,991.18,2012,3,3,0,63,-1.78
-1.78,61.02,6.58,156.84,992.0,2012,3,3,1,63,-1.93
-1.93,57.27,6.68,158.17,992.47,2012,3,3,2,63,-2.31
-2.31,52.86,7.8,164.65,993.0,2012,3,3,3,63,-2.45
-2.45,50.76,7.25,159.06,993.0,2012,3,3,4,63,-2.58
-2.58,50.58,6.42,162.54,993.02,2012,3,3,5,63,-2.91
-2.91,47.47,6.19,170.64,993.8,2012,3,3,6,63,-3.55
-3.55,45.74,7.07,173.05,993.9,2012,3,3,8,63,-5.02
-5.02,52.04,7.77,176.65,993.95,2012,3,3,9,63,-6.08
-6.08,52.13,8.2,177.76,994.0,2012,3,3,10,63,-7.54
-7.54,48.4,8.1,189.8,994.0,2012,3,3,11,63,-7.79
-7.79,48.95,7.23,188.88,993.53,2012,3,3,12,63,-9.13
-9.13,51.2,7.52,196.82,993.0,2012,3,3,13,63,-9.63
-9.63,52.25,7.37,200.22,993.0,2012,3,3,14,63,-9.78
-9.78,50.89,6.72,201.66,993.0,2012,3,3,16,63,-9.79
-9.79,48.68,7.54,199.05,992.7,2012,3,3,17,63,-9.78
-9.78,46.37,6.66,196.95,992.0,2012,3,3,18,63,-9.84
-9.84,44.6,6.84,194.82,992.0,2012,3,3,19,63,-9.9
-9.9,45.95,6.94,192.42,991.28,2012,3,3,20,63,-9.21
-9.21,45.21,5.19,194.51,990.68,2012,3,3,21,63,-8.31
-8.31,43.14,6.11,192.07,990.0,2012,3,3,23,63,-6.74
-6.74,39.56,4.76,181.2,989.52,2012,3,4,0,64,-5.84
-5.84,36.8,3.38,184.33,988.9,2012,3,4,1,64,-4.69
-4.69,33.53,1.34,165.54,988.0,2012,3,4,2,64,-3.88
-3.88,31.69,0.83,200.33,988.0,2012,3,4,3,64,-3.71
-3.71,33.26,1.14,143.41,987.25,2012,3,4,4,64,-3.62
-3.62,36.97,3.11,125.47,987.0,2012,3,4,5,64,-3.62
-3.62,39.01,5.97,160.09,987.0,2012,3,4,7,64,-5.01
-5.01,47.16,8.78,174.86,987.0,2012,3,4,8,64,-5.82
-5.82,48.67,11.33,172.06,987.0,2012,3,4,9,64,-6.55
-6.55,51.3,12.16,173.85,986.22,2012,3,4,10,64,-7.0
-7.0,51.28,12.3,173.29,986.0,2012,3,4,11,64,-7.53
-7.53,52.41,12.63,174.42,986.12,2012,3,4,12,64,-7.49
-7.49,49.88,12.05,174.99,986.37,2012,3,4,13,64,-7.82
-7.82,49.56,11.1,176.01,987.0,2012,3,4,15,64,-8.57
-8.57,52.87,11.14,176.24,986.77,2012,3,4,16,64,-6.67
-6.67,50.8,11.41,177.08,981.3,2012,3,4,17,64,-6.36
